FIPS,Admin2,Province_State,Combined_Key,Population,,,
19157,Poweshiek,Iowa,"Poweshiek, Iowa, US",18504,,,
19159,Ringgold,Iowa,"Ringgold, Iowa, US",4894,,,
19161,Sac,Iowa,"Sac, Iowa, US",9721,,,
19163,Scott,Iowa,"Scott, Iowa, US",172943,,,
19165,Shelby,Iowa,"Shelby, Iowa, US",11454,,,
19167,Sioux,Iowa,"Sioux, Iowa, US",34855,,,
19169,Story,Iowa,"Story, Iowa, US",97117,,,
19171,Tama,Iowa,"Tama, Iowa, US",16854,,,
19173,Taylor,Iowa,"Taylor, Iowa, US",6121,,,
19175,Union,Iowa,"Union, Iowa, US",12241,,,
19177,Van Buren,Iowa,"Van Buren, Iowa, US",7044,,,
19179,Wapello,Iowa,"Wapello, Iowa, US",34969,,,
19181,Warren,Iowa,"Warren, Iowa, US",51466,,,
19183,Washington,Iowa,"Washington, Iowa, US",21965,,,
19185,Wayne,Iowa,"Wayne, Iowa, US",6441,,,
19187,Webster,Iowa,"Webster, Iowa, US",35904,,,
19189,Winnebago,Iowa,"Winnebago, Iowa, US",10354,,,
19191,Winneshiek,Iowa,"Winneshiek, Iowa, US",19991,,,
19193,Woodbury,Iowa,"Woodbury, Iowa, US",103107,,,
19195,Worth,Iowa,"Worth, Iowa, US",7381,,,
19197,Wright,Iowa,"Wright, Iowa, US",12562,,,
20001,Allen,Kansas,"Allen, Kansas, US",12369,,,
20003,Anderson,Kansas,"Anderson, Kansas, US",7858,,,
20005,Atchison,Kansas,"Atchison, Kansas, US",16073,,,
20007,Barber,Kansas,"Barber, Kansas, US",4427,,,
20009,Barton,Kansas,"Barton, Kansas, US",25779,,,
20011,Bourbon,Kansas,"Bourbon, Kansas, US",14534,,,
20013,Brown,Kansas,"Brown, Kansas, US",9564,,,
20015,Butler,Kansas,"Butler, Kansas, US",66911,,,
20017,Chase,Kansas,"Chase, Kansas, US",2648,,,
20019,Chautauqua,Kansas,"Chautauqua, Kansas, US",3250,,,
20021,Cherokee,Kansas,"Cherokee, Kansas, US",19939,,,
20023,Cheyenne,Kansas,"Cheyenne, Kansas, US",2657,,,
20025,Clark,Kansas,"Clark, Kansas, US",1994,,,
20027,Clay,Kansas,"Clay, Kansas, US",8002,,,
20029,Cloud,Kansas,"Cloud, Kansas, US",8786,,,
20031,Coffey,Kansas,"Coffey, Kansas, US",8179,,,
20033,Comanche,Kansas,"Comanche, Kansas, US",1700,,,
20035,Cowley,Kansas,"Cowley, Kansas, US",34908,,,
20037,Crawford,Kansas,"Crawford, Kansas, US",38818,,,
20039,Decatur,Kansas,"Decatur, Kansas, US",2827,,,
20041,Dickinson,Kansas,"Dickinson, Kansas, US",18466,,,
20043,Doniphan,Kansas,"Doniphan, Kansas, US",7600,,,
20045,Douglas,Kansas,"Douglas, Kansas, US",122259,,,
20047,Edwards,Kansas,"Edwards, Kansas, US",2798,,,
20049,Elk,Kansas,"Elk, Kansas, US",2530,,,
20051,Ellis,Kansas,"Ellis, Kansas, US",28553,,,
20053,Ellsworth,Kansas,"Ellsworth, Kansas, US",6102,,,
20055,Finney,Kansas,"Finney, Kansas, US",36467,,,
20057,Ford,Kansas,"Ford, Kansas, US",33619,,,
20059,Franklin,Kansas,"Franklin, Kansas, US",25544,,,
20061,Geary,Kansas,"Geary, Kansas, US",31670,,,
20063,Gove,Kansas,"Gove, Kansas, US",2636,,,
20065,Graham,Kansas,"Graham, Kansas, US",2482,,,
20067,Grant,Kansas,"Grant, Kansas, US",7150,,,
20069,Gray,Kansas,"Gray, Kansas, US",5988,,,
20071,Greeley,Kansas,"Greeley, Kansas, US",1232,,,
20073,Greenwood,Kansas,"Greenwood, Kansas, US",5982,,,
20075,Hamilton,Kansas,"Hamilton, Kansas, US",2539,,,
20077,Harper,Kansas,"Harper, Kansas, US",5436,,,
20079,Harvey,Kansas,"Harvey, Kansas, US",34429,,,
20081,Haskell,Kansas,"Haskell, Kansas, US",3968,,,
20083,Hodgeman,Kansas,"Hodgeman, Kansas, US",1794,,,
20085,Jackson,Kansas,"Jackson, Kansas, US",13171,,,
20087,Jefferson,Kansas,"Jefferson, Kansas, US",19043,,,
20089,Jewell,Kansas,"Jewell, Kansas, US",2879,,,
20091,Johnson,Kansas,"Johnson, Kansas, US",602401,,,
20093,Kearny,Kansas,"Kearny, Kansas, US",3838,,,
20095,Kingman,Kansas,"Kingman, Kansas, US",7152,,,
20097,Kiowa,Kansas,"Kiowa, Kansas, US",2475,,,
20099,Labette,Kansas,"Labette, Kansas, US",19618,,,
20101,Lane,Kansas,"Lane, Kansas, US",1535,,,
20103,Leavenworth,Kansas,"Leavenworth, Kansas, US",81758,,,
20105,Lincoln,Kansas,"Lincoln, Kansas, US",2962,,,
20107,Linn,Kansas,"Linn, Kansas, US",9703,,,
20109,Logan,Kansas,"Logan, Kansas, US",2794,,,
20111,Lyon,Kansas,"Lyon, Kansas, US",33195,,,
20113,McPherson,Kansas,"McPherson, Kansas, US",28542,,,
20115,Marion,Kansas,"Marion, Kansas, US",11884,,,
20117,Marshall,Kansas,"Marshall, Kansas, US",9707,,,
20119,Meade,Kansas,"Meade, Kansas, US",4033,,,
20121,Miami,Kansas,"Miami, Kansas, US",34237,,,
20123,Mitchell,Kansas,"Mitchell, Kansas, US",5979,,,
20125,Montgomery,Kansas,"Montgomery, Kansas, US",31829,,,
20127,Morris,Kansas,"Morris, Kansas, US",5620,,,
20129,Morton,Kansas,"Morton, Kansas, US",2587,,,
20131,Nemaha,Kansas,"Nemaha, Kansas, US",10231,,,
20133,Neosho,Kansas,"Neosho, Kansas, US",16007,,,
20135,Ness,Kansas,"Ness, Kansas, US",2750,,,
20137,Norton,Kansas,"Norton, Kansas, US",5361,,,
20139,Osage,Kansas,"Osage, Kansas, US",15949,,,
20141,Osborne,Kansas,"Osborne, Kansas, US",3421,,,
20143,Ottawa,Kansas,"Ottawa, Kansas, US",5704,,,
20145,Pawnee,Kansas,"Pawnee, Kansas, US",6414,,,
20147,Phillips,Kansas,"Phillips, Kansas, US",5234,,,
20149,Pottawatomie,Kansas,"Pottawatomie, Kansas, US",24383,,,
20151,Pratt,Kansas,"Pratt, Kansas, US",9164,,,
20153,Rawlins,Kansas,"Rawlins, Kansas, US",2530,,,
20155,Reno,Kansas,"Reno, Kansas, US",61998,,,
20157,Republic,Kansas,"Republic, Kansas, US",4636,,,
20159,Rice,Kansas,"Rice, Kansas, US",9537,,,
20161,Riley,Kansas,"Riley, Kansas, US",74232,,,
20163,Rooks,Kansas,"Rooks, Kansas, US",4920,,,
20165,Rush,Kansas,"Rush, Kansas, US",3036,,,
20167,Russell,Kansas,"Russell, Kansas, US",6856,,,
20169,Saline,Kansas,"Saline, Kansas, US",54224,,,
20171,Scott,Kansas,"Scott, Kansas, US",4823,,,
20173,Sedgwick,Kansas,"Sedgwick, Kansas, US",516042,,,
20175,Seward,Kansas,"Seward, Kansas, US",21428,,,
20177,Shawnee,Kansas,"Shawnee, Kansas, US",176875,,,
20179,Sheridan,Kansas,"Sheridan, Kansas, US",2521,,,
20181,Sherman,Kansas,"Sherman, Kansas, US",5917,,,
20183,Smith,Kansas,"Smith, Kansas, US",3583,,,
20185,Stafford,Kansas,"Stafford, Kansas, US",4156,,,
20187,Stanton,Kansas,"Stanton, Kansas, US",2006,,,
20189,Stevens,Kansas,"Stevens, Kansas, US",5485,,,
20191,Sumner,Kansas,"Sumner, Kansas, US",22836,,,
20193,Thomas,Kansas,"Thomas, Kansas, US",7777,,,
20195,Trego,Kansas,"Trego, Kansas, US",2803,,,
20197,Wabaunsee,Kansas,"Wabaunsee, Kansas, US",6931,,,
20199,Wallace,Kansas,"Wallace, Kansas, US",1518,,,
20201,Washington,Kansas,"Washington, Kansas, US",5406,,,
20203,Wichita,Kansas,"Wichita, Kansas, US",2119,,,
20205,Wilson,Kansas,"Wilson, Kansas, US",8525,,,
20207,Woodson,Kansas,"Woodson, Kansas, US",3138,,,
20209,Wyandotte,Kansas,"Wyandotte, Kansas, US",165429,,,
21001,Adair,Kentucky,"Adair, Kentucky, US",19202,,,
21003,Allen,Kentucky,"Allen, Kentucky, US",21315,,,
21005,Anderson,Kentucky,"Anderson, Kentucky, US",22747,,,
21007,Ballard,Kentucky,"Ballard, Kentucky, US",7888,,,
21009,Barren,Kentucky,"Barren, Kentucky, US",44249,,,
21011,Bath,Kentucky,"Bath, Kentucky, US",12500,,,
21013,Bell,Kentucky,"Bell, Kentucky, US",26032,,,
21015,Boone,Kentucky,"Boone, Kentucky, US",133581,,,
21017,Bourbon,Kentucky,"Bourbon, Kentucky, US",19788,,,
21019,Boyd,Kentucky,"Boyd, Kentucky, US",46718,,,
21021,Boyle,Kentucky,"Boyle, Kentucky, US",30060,,,
21023,Bracken,Kentucky,"Bracken, Kentucky, US",8303,,,
21025,Breathitt,Kentucky,"Breathitt, Kentucky, US",12630,,,
21027,Breckinridge,Kentucky,"Breckinridge, Kentucky, US",20477,,,
21029,Bullitt,Kentucky,"Bullitt, Kentucky, US",81676,,,
21031,Butler,Kentucky,"Butler, Kentucky, US",12879,,,
21033,Caldwell,Kentucky,"Caldwell, Kentucky, US",12747,,,
21035,Calloway,Kentucky,"Calloway, Kentucky, US",39001,,,
21037,Campbell,Kentucky,"Campbell, Kentucky, US",93584,,,
21039,Carlisle,Kentucky,"Carlisle, Kentucky, US",4760,,,
21041,Carroll,Kentucky,"Carroll, Kentucky, US",10631,,,
21043,Carter,Kentucky,"Carter, Kentucky, US",26797,,,
21045,Casey,Kentucky,"Casey, Kentucky, US",16159,,,
21047,Christian,Kentucky,"Christian, Kentucky, US",70461,,,
21049,Clark,Kentucky,"Clark, Kentucky, US",36263,,,
21051,Clay,Kentucky,"Clay, Kentucky, US",19901,,,
21053,Clinton,Kentucky,"Clinton, Kentucky, US",10218,,,
21055,Crittenden,Kentucky,"Crittenden, Kentucky, US",8806,,,
21057,Cumberland,Kentucky,"Cumberland, Kentucky, US",6614,,,
21059,Daviess,Kentucky,"Daviess, Kentucky, US",101511,,,
21061,Edmonson,Kentucky,"Edmonson, Kentucky, US",12150,,,
21063,Elliott,Kentucky,"Elliott, Kentucky, US",7517,,,
21065,Estill,Kentucky,"Estill, Kentucky, US",14106,,,
21067,Fayette,Kentucky,"Fayette, Kentucky, US",323152,,,
21069,Fleming,Kentucky,"Fleming, Kentucky, US",14581,,,
21071,Floyd,Kentucky,"Floyd, Kentucky, US",35589,,,
21073,Franklin,Kentucky,"Franklin, Kentucky, US",50991,,,
21075,Fulton,Kentucky,"Fulton, Kentucky, US",5969,,,
21077,Gallatin,Kentucky,"Gallatin, Kentucky, US",8869,,,
21079,Garrard,Kentucky,"Garrard, Kentucky, US",17666,,,
21081,Grant,Kentucky,"Grant, Kentucky, US",25069,,,
21083,Graves,Kentucky,"Graves, Kentucky, US",37266,,,
21085,Grayson,Kentucky,"Grayson, Kentucky, US",26427,,,
21087,Green,Kentucky,"Green, Kentucky, US",10941,,,
21089,Greenup,Kentucky,"Greenup, Kentucky, US",35098,,,
21091,Hancock,Kentucky,"Hancock, Kentucky, US",8722,,,
21093,Hardin,Kentucky,"Hardin, Kentucky, US",110958,,,
21095,Harlan,Kentucky,"Harlan, Kentucky, US",26010,,,
21097,Harrison,Kentucky,"Harrison, Kentucky, US",18886,,,
21099,Hart,Kentucky,"Hart, Kentucky, US",19035,,,
21101,Henderson,Kentucky,"Henderson, Kentucky, US",45210,,,
21103,Henry,Kentucky,"Henry, Kentucky, US",16126,,,
21105,Hickman,Kentucky,"Hickman, Kentucky, US",4380,,,
21107,Hopkins,Kentucky,"Hopkins, Kentucky, US",44686,,,
21109,Jackson,Kentucky,"Jackson, Kentucky, US",13329,,,
21111,Jefferson,Kentucky,"Jefferson, Kentucky, US",766757,,,
21113,Jessamine,Kentucky,"Jessamine, Kentucky, US",54115,,,
21115,Johnson,Kentucky,"Johnson, Kentucky, US",22188,,,
21117,Kenton,Kentucky,"Kenton, Kentucky, US",166998,,,
21119,Knott,Kentucky,"Knott, Kentucky, US",14806,,,
21121,Knox,Kentucky,"Knox, Kentucky, US",31145,,,
21123,Larue,Kentucky,"Larue, Kentucky, US",14398,,,
21125,Laurel,Kentucky,"Laurel, Kentucky, US",60813,,,
21127,Lawrence,Kentucky,"Lawrence, Kentucky, US",15317,,,
21129,Lee,Kentucky,"Lee, Kentucky, US",7403,,,
21131,Leslie,Kentucky,"Leslie, Kentucky, US",9877,,,
21133,Letcher,Kentucky,"Letcher, Kentucky, US",21553,,,
21135,Lewis,Kentucky,"Lewis, Kentucky, US",13275,,,
21137,Lincoln,Kentucky,"Lincoln, Kentucky, US",24549,,,
21139,Livingston,Kentucky,"Livingston, Kentucky, US",9194,,,
21141,Logan,Kentucky,"Logan, Kentucky, US",27102,,,
21143,Lyon,Kentucky,"Lyon, Kentucky, US",8210,,,
21145,McCracken,Kentucky,"McCracken, Kentucky, US",65418,,,
21147,McCreary,Kentucky,"McCreary, Kentucky, US",17231,,,
21149,McLean,Kentucky,"McLean, Kentucky, US",9207,,,
21151,Madison,Kentucky,"Madison, Kentucky, US",92987,,,
21153,Magoffin,Kentucky,"Magoffin, Kentucky, US",12161,,,
21155,Marion,Kentucky,"Marion, Kentucky, US",19273,,,
21157,Marshall,Kentucky,"Marshall, Kentucky, US",31100,,,
21159,Martin,Kentucky,"Martin, Kentucky, US",11195,,,
21161,Mason,Kentucky,"Mason, Kentucky, US",17070,,,
21163,Meade,Kentucky,"Meade, Kentucky, US",28572,,,
21165,Menifee,Kentucky,"Menifee, Kentucky, US",6489,,,
21167,Mercer,Kentucky,"Mercer, Kentucky, US",21933,,,
21169,Metcalfe,Kentucky,"Metcalfe, Kentucky, US",10071,,,
21171,Monroe,Kentucky,"Monroe, Kentucky, US",10650,,,
21173,Montgomery,Kentucky,"Montgomery, Kentucky, US",28157,,,
21175,Morgan,Kentucky,"Morgan, Kentucky, US",13309,,,
21177,Muhlenberg,Kentucky,"Muhlenberg, Kentucky, US",30622,,,
21179,Nelson,Kentucky,"Nelson, Kentucky, US",46233,,,
21181,Nicholas,Kentucky,"Nicholas, Kentucky, US",7269,,,
21183,Ohio,Kentucky,"Ohio, Kentucky, US",23994,,,
21185,Oldham,Kentucky,"Oldham, Kentucky, US",66799,,,
21187,Owen,Kentucky,"Owen, Kentucky, US",10901,,,
21189,Owsley,Kentucky,"Owsley, Kentucky, US",4415,,,
21191,Pendleton,Kentucky,"Pendleton, Kentucky, US",14590,,,
21193,Perry,Kentucky,"Perry, Kentucky, US",25758,,,
21195,Pike,Kentucky,"Pike, Kentucky, US",57876,,,
21197,Powell,Kentucky,"Powell, Kentucky, US",12359,,,
21199,Pulaski,Kentucky,"Pulaski, Kentucky, US",64979,,,
21201,Robertson,Kentucky,"Robertson, Kentucky, US",2108,,,
21203,Rockcastle,Kentucky,"Rockcastle, Kentucky, US",16695,,,
21205,Rowan,Kentucky,"Rowan, Kentucky, US",24460,,,
21207,Russell,Kentucky,"Russell, Kentucky, US",17923,,,
21209,Scott,Kentucky,"Scott, Kentucky, US",57004,,,
21211,Shelby,Kentucky,"Shelby, Kentucky, US",49024,,,
21213,Simpson,Kentucky,"Simpson, Kentucky, US",18572,,,
21215,Spencer,Kentucky,"Spencer, Kentucky, US",19351,,,
21217,Taylor,Kentucky,"Taylor, Kentucky, US",25769,,,
21219,Todd,Kentucky,"Todd, Kentucky, US",12294,,,
21221,Trigg,Kentucky,"Trigg, Kentucky, US",14651,,,
21223,Trimble,Kentucky,"Trimble, Kentucky, US",8471,,,
21225,Union,Kentucky,"Union, Kentucky, US",14381,,,
21227,Warren,Kentucky,"Warren, Kentucky, US",132896,,,
21229,Washington,Kentucky,"Washington, Kentucky, US",12095,,,
21231,Wayne,Kentucky,"Wayne, Kentucky, US",20333,,,
21233,Webster,Kentucky,"Webster, Kentucky, US",12942,,,
21235,Whitley,Kentucky,"Whitley, Kentucky, US",36264,,,
21237,Wolfe,Kentucky,"Wolfe, Kentucky, US",7157,,,
21239,Woodford,Kentucky,"Woodford, Kentucky, US",26734,,,
22001,Acadia,Louisiana,"Acadia, Louisiana, US",62045,,,
22003,Allen,Louisiana,"Allen, Louisiana, US",25627,,,
22005,Ascension,Louisiana,"Ascension, Louisiana, US",126604,,,
22007,Assumption,Louisiana,"Assumption, Louisiana, US",21891,,,
22009,Avoyelles,Louisiana,"Avoyelles, Louisiana, US",40144,,,
22011,Beauregard,Louisiana,"Beauregard, Louisiana, US",37497,,,
22013,Bienville,Louisiana,"Bienville, Louisiana, US",13241,,,
22015,Bossier,Louisiana,"Bossier, Louisiana, US",127039,,,
22017,Caddo,Louisiana,"Caddo, Louisiana, US",240204,,,
22019,Calcasieu,Louisiana,"Calcasieu, Louisiana, US",203436,,,
22021,Caldwell,Louisiana,"Caldwell, Louisiana, US",9918,,,
22023,Cameron,Louisiana,"Cameron, Louisiana, US",6973,,,
22025,Catahoula,Louisiana,"Catahoula, Louisiana, US",9494,,,
22027,Claiborne,Louisiana,"Claiborne, Louisiana, US",15670,,,
22029,Concordia,Louisiana,"Concordia, Louisiana, US",19259,,,
22031,De Soto,Louisiana,"De Soto, Louisiana, US",27463,,,
22033,East Baton Rouge,Louisiana,"East Baton Rouge, Louisiana, US",440059,,,
22035,East Carroll,Louisiana,"East Carroll, Louisiana, US",6861,,,
22037,East Feliciana,Louisiana,"East Feliciana, Louisiana, US",19135,,,
22039,Evangeline,Louisiana,"Evangeline, Louisiana, US",33395,,,
22041,Franklin,Louisiana,"Franklin, Louisiana, US",20015,,,
22043,Grant,Louisiana,"Grant, Louisiana, US",22389,,,
22045,Iberia,Louisiana,"Iberia, Louisiana, US",69830,,,
22047,Iberville,Louisiana,"Iberville, Louisiana, US",32511,,,
22049,Jackson,Louisiana,"Jackson, Louisiana, US",15744,,,
22051,Jefferson,Louisiana,"Jefferson, Louisiana, US",432493,,,
22053,Jefferson Davis,Louisiana,"Jefferson Davis, Louisiana, US",31368,,,
22055,Lafayette,Louisiana,"Lafayette, Louisiana, US",244390,,,
22057,Lafourche,Louisiana,"Lafourche, Louisiana, US",97614,,,
22059,LaSalle,Louisiana,"LaSalle,Louisiana,US",14892,,,
22061,Lincoln,Louisiana,"Lincoln, Louisiana, US",46742,,,
22063,Livingston,Louisiana,"Livingston, Louisiana, US",140789,,,
22065,Madison,Louisiana,"Madison, Louisiana, US",10951,,,
22067,Morehouse,Louisiana,"Morehouse, Louisiana, US",24874,,,
22069,Natchitoches,Louisiana,"Natchitoches, Louisiana, US",38158,,,
22071,Orleans,Louisiana,"Orleans, Louisiana, US",390144,,,
22073,Ouachita,Louisiana,"Ouachita, Louisiana, US",153279,,,
22075,Plaquemines,Louisiana,"Plaquemines, Louisiana, US",23197,,,
22077,Pointe Coupee,Louisiana,"Pointe Coupee, Louisiana, US",21730,,,
22079,Rapides,Louisiana,"Rapides, Louisiana, US",129648,,,
22081,Red River,Louisiana,"Red River, Louisiana, US",8442,,,
22083,Richland,Louisiana,"Richland, Louisiana, US",20122,,,
22085,Sabine,Louisiana,"Sabine, Louisiana, US",23884,,,
22087,St. Bernard,Louisiana,"St. Bernard, Louisiana, US",47244,,,
22089,St. Charles,Louisiana,"St. Charles, Louisiana, US",53100,,,
22091,St. Helena,Louisiana,"St. Helena, Louisiana, US",10132,,,
22093,St. James,Louisiana,"St. James, Louisiana, US",21096,,,
22095,St. John the Baptist,Louisiana,"St. John the Baptist, Louisiana, US",42837,,,
22097,St. Landry,Louisiana,"St. Landry, Louisiana, US",82124,,,
22099,St. Martin,Louisiana,"St. Martin, Louisiana, US",53431,,,
22101,St. Mary,Louisiana,"St. Mary, Louisiana, US",49348,,,
22103,St. Tammany,Louisiana,"St. Tammany, Louisiana, US",260419,,,
22105,Tangipahoa,Louisiana,"Tangipahoa, Louisiana, US",134758,,,
22107,Tensas,Louisiana,"Tensas, Louisiana, US",4334,,,
22109,Terrebonne,Louisiana,"Terrebonne, Louisiana, US",110461,,,
22111,Union,Louisiana,"Union, Louisiana, US",22108,,,
22113,Vermilion,Louisiana,"Vermilion, Louisiana, US",59511,,,
22115,Vernon,Louisiana,"Vernon, Louisiana, US",47429,,,
22117,Washington,Louisiana,"Washington, Louisiana, US",46194,,,
22119,Webster,Louisiana,"Webster, Louisiana, US",38340,,,
22121,West Baton Rouge,Louisiana,"West Baton Rouge, Louisiana, US",26465,,,
22123,West Carroll,Louisiana,"West Carroll, Louisiana, US",10830,,,
22125,West Feliciana,Louisiana,"West Feliciana, Louisiana, US",15568,,,
22127,Winn,Louisiana,"Winn, Louisiana, US",13904,,,
23001,Androscoggin,Maine,"Androscoggin, Maine, US",108277,,,
23003,Aroostook,Maine,"Aroostook, Maine, US",67055,,,
23005,Cumberland,Maine,"Cumberland, Maine, US",295003,,,
23007,Franklin,Maine,"Franklin, Maine, US",30199,,,
23009,Hancock,Maine,"Hancock, Maine, US",54987,,,
23011,Kennebec,Maine,"Kennebec, Maine, US",122302,,,
23013,Knox,Maine,"Knox, Maine, US",39772,,,
23015,Lincoln,Maine,"Lincoln, Maine, US",34634,,,
23017,Oxford,Maine,"Oxford, Maine, US",57975,,,
23019,Penobscot,Maine,"Penobscot, Maine, US",152148,,,
23021,Piscataquis,Maine,"Piscataquis, Maine, US",16785,,,
23023,Sagadahoc,Maine,"Sagadahoc, Maine, US",35856,,,
23025,Somerset,Maine,"Somerset, Maine, US",50484,,,
23027,Waldo,Maine,"Waldo, Maine, US",39715,,,
23029,Washington,Maine,"Washington, Maine, US",31379,,,
23031,York,Maine,"York, Maine, US",207641,,,
24001,Allegany,Maryland,"Allegany, Maryland, US",70416,,,
24003,Anne Arundel,Maryland,"Anne Arundel, Maryland, US",579234,,,
24005,Baltimore,Maryland,"Baltimore, Maryland, US",827370,,,
24009,Calvert,Maryland,"Calvert, Maryland, US",92525,,,
24011,Caroline,Maryland,"Caroline, Maryland, US",33406,,,
24013,Carroll,Maryland,"Carroll, Maryland, US",168447,,,
24015,Cecil,Maryland,"Cecil, Maryland, US",102855,,,
24017,Charles,Maryland,"Charles, Maryland, US",163257,,,
24019,Dorchester,Maryland,"Dorchester, Maryland, US",31929,,,
24021,Frederick,Maryland,"Frederick, Maryland, US",259547,,,
24023,Garrett,Maryland,"Garrett, Maryland, US",29014,,,
24025,Harford,Maryland,"Harford, Maryland, US",255441,,,
24027,Howard,Maryland,"Howard, Maryland, US",325690,,,
24029,Kent,Maryland,"Kent, Maryland, US",19422,,,
24031,Montgomery,Maryland,"Montgomery, Maryland, US",1050688,,,
24033,Prince George's,Maryland,"Prince George's, Maryland, US",909327,,,
24035,Queen Anne's,Maryland,"Queen Anne's, Maryland, US",50381,,,
24037,St. Mary's,Maryland,"St. Mary's, Maryland, US",113510,,,
24039,Somerset,Maryland,"Somerset, Maryland, US",25616,,,
24041,Talbot,Maryland,"Talbot, Maryland, US",37181,,,
24043,Washington,Maryland,"Washington, Maryland, US",151049,,,
24045,Wicomico,Maryland,"Wicomico, Maryland, US",103609,,,
24047,Worcester,Maryland,"Worcester, Maryland, US",52276,,,
24510,Baltimore City,Maryland,"Baltimore City, Maryland, US",593490,,,
25001,Barnstable,Massachusetts,"Barnstable, Massachusetts, US",212990,,,
25003,Berkshire,Massachusetts,"Berkshire, Massachusetts, US",124944,,,
25005,Bristol,Massachusetts,"Bristol, Massachusetts, US",565217,,,
25007,Dukes,Massachusetts,"Dukes, Massachusetts, US",17332,,,
25009,Essex,Massachusetts,"Essex, Massachusetts, US",789034,,,
25011,Franklin,Massachusetts,"Franklin, Massachusetts, US",70180,,,
25013,Hampden,Massachusetts,"Hampden, Massachusetts, US",466372,,,
25015,Hampshire,Massachusetts,"Hampshire, Massachusetts, US",160830,,,
25017,Middlesex,Massachusetts,"Middlesex, Massachusetts, US",1611699,,,
25019,Nantucket,Massachusetts,"Nantucket, Massachusetts, US",11399,,,
25021,Norfolk,Massachusetts,"Norfolk, Massachusetts, US",706775,,,
25023,Plymouth,Massachusetts,"Plymouth, Massachusetts, US",521202,,,
25025,Suffolk,Massachusetts,"Suffolk, Massachusetts, US",803907,,,
25027,Worcester,Massachusetts,"Worcester, Massachusetts, US",830622,,,
26001,Alcona,Michigan,"Alcona, Michigan, US",10405,,,
26003,Alger,Michigan,"Alger, Michigan, US",9108,,,
26005,Allegan,Michigan,"Allegan, Michigan, US",118081,,,
26007,Alpena,Michigan,"Alpena, Michigan, US",28405,,,
26009,Antrim,Michigan,"Antrim, Michigan, US",23324,,,
26011,Arenac,Michigan,"Arenac, Michigan, US",14883,,,
26013,Baraga,Michigan,"Baraga, Michigan, US",8209,,,
26015,Barry,Michigan,"Barry, Michigan, US",61550,,,
26017,Bay,Michigan,"Bay, Michigan, US",103126,,,
26019,Benzie,Michigan,"Benzie, Michigan, US",17766,,,
26021,Berrien,Michigan,"Berrien, Michigan, US",153401,,,
26023,Branch,Michigan,"Branch, Michigan, US",43517,,,
26025,Calhoun,Michigan,"Calhoun, Michigan, US",134159,,,
26027,Cass,Michigan,"Cass, Michigan, US",51787,,,
26029,Charlevoix,Michigan,"Charlevoix, Michigan, US",26143,,,
26031,Cheboygan,Michigan,"Cheboygan, Michigan, US",25276,,,
26033,Chippewa,Michigan,"Chippewa, Michigan, US",37349,,,
26035,Clare,Michigan,"Clare, Michigan, US",30950,,,
26037,Clinton,Michigan,"Clinton, Michigan, US",79595,,,
26039,Crawford,Michigan,"Crawford, Michigan, US",14029,,,
26041,Delta,Michigan,"Delta, Michigan, US",35784,,,
26043,Dickinson,Michigan,"Dickinson, Michigan, US",25239,,,
26045,Eaton,Michigan,"Eaton, Michigan, US",110268,,,
26047,Emmet,Michigan,"Emmet, Michigan, US",33415,,,
26049,Genesee,Michigan,"Genesee, Michigan, US",405813,,,
26051,Gladwin,Michigan,"Gladwin, Michigan, US",25449,,,
26053,Gogebic,Michigan,"Gogebic, Michigan, US",13975,,,
26055,Grand Traverse,Michigan,"Grand Traverse, Michigan, US",93088,,,
26057,Gratiot,Michigan,"Gratiot, Michigan, US",40711,,,
26059,Hillsdale,Michigan,"Hillsdale, Michigan, US",45605,,,
26061,Houghton,Michigan,"Houghton, Michigan, US",35684,,,
26063,Huron,Michigan,"Huron, Michigan, US",30981,,,
26065,Ingham,Michigan,"Ingham, Michigan, US",292406,,,
26067,Ionia,Michigan,"Ionia, Michigan, US",64697,,,
26069,Iosco,Michigan,"Iosco, Michigan, US",25127,,,
26071,Iron,Michigan,"Iron, Michigan, US",11066,,,
26073,Isabella,Michigan,"Isabella, Michigan, US",69872,,,
26075,Jackson,Michigan,"Jackson, Michigan, US",158510,,,
26077,Kalamazoo,Michigan,"Kalamazoo, Michigan, US",265066,,,
26079,Kalkaska,Michigan,"Kalkaska, Michigan, US",18038,,,
26081,Kent,Michigan,"Kent, Michigan, US",656955,,,
26083,Keweenaw,Michigan,"Keweenaw, Michigan, US",2116,,,
26085,Lake,Michigan,"Lake, Michigan, US",11853,,,
26087,Lapeer,Michigan,"Lapeer, Michigan, US",87607,,,
26089,Leelanau,Michigan,"Leelanau, Michigan, US",21761,,,
26091,Lenawee,Michigan,"Lenawee, Michigan, US",98451,,,
26093,Livingston,Michigan,"Livingston, Michigan, US",191995,,,
26095,Luce,Michigan,"Luce, Michigan, US",6229,,,
26097,Mackinac,Michigan,"Mackinac, Michigan, US",10799,,,
26099,Macomb,Michigan,"Macomb, Michigan, US",873972,,,
26101,Manistee,Michigan,"Manistee, Michigan, US",24558,,,
26103,Marquette,Michigan,"Marquette, Michigan, US",66699,,,
26105,Mason,Michigan,"Mason, Michigan, US",29144,,,
26107,Mecosta,Michigan,"Mecosta, Michigan, US",43453,,,
26109,Menominee,Michigan,"Menominee, Michigan, US",22780,,,
26111,Midland,Michigan,"Midland, Michigan, US",83156,,,
